scene,room_instance,room_type,object_category,label
Pomaria_0_int,living_room_0,living_room,boulder,0
Pomaria_0_int,living_room_0,living_room,burner,0
Pomaria_0_int,living_room_0,living_room,car,0
Pomaria_0_int,living_room_0,living_room,carpet,0
Pomaria_0_int,living_room_0,living_room,cash_register,0
Pomaria_0_int,living_room_0,living_room,cedar_chest,0
Pomaria_0_int,living_room_0,living_room,ceiling_air_conditioner,0
Pomaria_0_int,living_room_0,living_room,ceiling_fan,0
Pomaria_0_int,living_room_0,living_room,ceiling_mounted_basketball_hoop,0
Pomaria_0_int,living_room_0,living_room,ceiling_mounted_projector,0
Pomaria_0_int,living_room_0,living_room,chair,1
Pomaria_0_int,living_room_0,living_room,chandelier,0
Pomaria_0_int,living_room_0,living_room,charcoal_grill,0
Pomaria_0_int,living_room_0,living_room,checkout_counter,0
Pomaria_0_int,living_room_0,living_room,clothes_dryer,0
Pomaria_0_int,living_room_0,living_room,clothesline_pole,0
Pomaria_0_int,living_room_0,living_room,coatrack,0
Pomaria_0_int,living_room_0,living_room,coffee_maker,0
Pomaria_0_int,living_room_0,living_room,countertop,0
Pomaria_0_int,living_room_0,living_room,crib,0
Pomaria_0_int,living_room_0,living_room,cubicle,0
Pomaria_0_int,living_room_0,living_room,decorative_sign,0
Pomaria_0_int,living_room_0,living_room,deep_fryer,0
Pomaria_0_int,living_room_0,living_room,desk,0
Pomaria_0_int,living_room_0,living_room,dessert_stand,0
Pomaria_0_int,living_room_0,living_room,dish_rack_cart,0
Pomaria_0_int,living_room_0,living_room,dishwasher,0
Pomaria_0_int,living_room_0,living_room,display_case,0
Pomaria_0_int,living_room_0,living_room,display_fridge,0
Pomaria_0_int,living_room_0,living_room,door,1
Pomaria_0_int,living_room_0,living_room,drink_dispenser,0
Pomaria_0_int,living_room_0,living_room,drinking_fountain,0
Pomaria_0_int,living_room_0,living_room,electric_switch,1
Pomaria_0_int,living_room_0,living_room,elevator_door,0
Pomaria_0_int,living_room_0,living_room,elliptical_machine,0
Pomaria_0_int,living_room_0,living_room,espresso_machine,0
Pomaria_0_int,living_room_0,living_room,exercise_bike,0
Pomaria_0_int,living_room_0,living_room,fairy_light,0
Pomaria_0_int,living_room_0,living_room,fire_alarm,0
Pomaria_0_int,living_room_0,living_room,fire_extinguisher,0
Pomaria_0_int,living_room_0,living_room,fire_sprinkler,0
Pomaria_0_int,living_room_0,living_room,fireplace,0
Pomaria_0_int,living_room_0,living_room,flat_bench,0
Pomaria_0_int,living_room_0,living_room,flat_top_grill,0
Pomaria_0_int,living_room_0,living_room,floor_lamp,0
Pomaria_0_int,living_room_0,living_room,folderal,0
Pomaria_0_int,living_room_0,living_room,free_weight_rack,0
Pomaria_0_int,living_room_0,living_room,freezer,0
Pomaria_0_int,living_room_0,living_room,fridge,0
Pomaria_0_int,living_room_0,living_room,garage_door,0
Pomaria_0_int,living_room_0,living_room,garden_light,0
Pomaria_0_int,living_room_0,living_room,garden_statue,0
Pomaria_0_int,living_room_0,living_room,garden_umbrella,0
Pomaria_0_int,living_room_0,living_room,gate,0
Pomaria_0_int,living_room_0,living_room,grandfather_clock,0
Pomaria_0_int,living_room_0,living_room,grocery_fridge,0
Pomaria_0_int,living_room_0,living_room,grocery_sign,0
Pomaria_0_int,living_room_0,living_room,guitar,0
Pomaria_0_int,living_room_0,living_room,gym_mat,0
Pomaria_0_int,living_room_0,living_room,hall_tree,0
Pomaria_0_int,living_room_0,living_room,hammam_bench,0
Pomaria_0_int,living_room_0,living_room,hammock,0
Pomaria_0_int,living_room_0,living_room,hamper,0
Pomaria_0_int,living_room_0,living_room,hand_dryer,0
Pomaria_0_int,living_room_0,living_room,handle,0
Pomaria_0_int,living_room_0,living_room,handset,0
Pomaria_0_int,living_room_0,living_room,hanging,0
Pomaria_0_int,living_room_0,living_room,hanging_banners,0
Pomaria_0_int,living_room_0,living_room,hingeless_jar,0
Pomaria_0_int,living_room_0,living_room,hook,0
Pomaria_0_int,living_room_0,living_room,hospital_bed,0
Pomaria_0_int,living_room_0,living_room,hot_tub,0
Pomaria_0_int,living_room_0,living_room,information_bulletin,0
Pomaria_0_int,living_room_0,living_room,jukebox,0
Pomaria_0_int,living_room_0,living_room,l_shaped_handle,0
Pomaria_0_int,living_room_0,living_room,lab_exhaust_hood,0
Pomaria_0_int,living_room_0,living_room,ladder,0
Pomaria_0_int,living_room_0,living_room,laptop,0
Pomaria_0_int,living_room_0,living_room,light,0
Pomaria_0_int,living_room_0,living_room,locker,0
Pomaria_0_int,living_room_0,living_room,loudspeaker,0
Pomaria_0_int,living_room_0,living_room,magazine_stand,0
Pomaria_0_int,living_room_0,living_room,mailbox,0
Pomaria_0_int,living_room_0,living_room,map,0
Pomaria_0_int,living_room_0,living_room,massage_bed,0
Pomaria_0_int,living_room_0,living_room,menu,0
Pomaria_0_int,living_room_0,living_room,metal_bottom_cabinet,0
Pomaria_0_int,living_room_0,living_room,microwave,0
Pomaria_0_int,living_room_0,living_room,mirror,0
Pomaria_0_int,living_room_0,living_room,monitor,0
Pomaria_0_int,living_room_0,living_room,motion_sensor,0
Pomaria_0_int,living_room_0,living_room,nightstand,0
Pomaria_0_int,living_room_0,living_room,oden_cooker,0
Pomaria_0_int,living_room_0,living_room,ottoman,0
Pomaria_0_int,living_room_0,living_room,oven,0
Pomaria_0_int,living_room_0,living_room,packing_box,0
Pomaria_0_int,living_room_0,living_room,paper_lantern,0
Pomaria_0_int,living_room_0,living_room,paper_towel_dispenser,0
Pomaria_0_int,living_room_0,living_room,parallel_bars,0
Pomaria_0_int,living_room_0,living_room,paver,0
Pomaria_0_int,living_room_0,living_room,pay_phone,0
Pomaria_0_int,living_room_0,living_room,pebble,0
Pomaria_0_int,living_room_0,living_room,pedestal,0
Pomaria_0_int,living_room_0,living_room,pergola,0
Pomaria_0_int,living_room_0,living_room,periodic_table,0
Pomaria_0_int,living_room_0,living_room,phonograph_record,0
Pomaria_0_int,living_room_0,living_room,photocopier,0
Pomaria_0_int,living_room_0,living_room,piano,0
Pomaria_0_int,living_room_0,living_room,picture,0
Pomaria_0_int,living_room_0,living_room,pillow,0
Pomaria_0_int,living_room_0,living_room,plant,0
Pomaria_0_int,living_room_0,living_room,playground,0
Pomaria_0_int,living_room_0,living_room,pommel_horse,0
Pomaria_0_int,living_room_0,living_room,pool_table,0
Pomaria_0_int,living_room_0,living_room,projection_screen,0
Pomaria_0_int,living_room_0,living_room,radiator,0
Pomaria_0_int,living_room_0,living_room,rail_fence,0
Pomaria_0_int,living_room_0,living_room,railing,0
Pomaria_0_int,living_room_0,living_room,range_hood,0
Pomaria_0_int,living_room_0,living_room,reception_desk,0
Pomaria_0_int,living_room_0,living_room,recreational_vehicle,0
Pomaria_0_int,living_room_0,living_room,room_divider,0
Pomaria_0_int,living_room_0,living_room,room_ventilator,0
Pomaria_0_int,living_room_0,living_room,sandbox,0
Pomaria_0_int,living_room_0,living_room,sauna_bench,0
Pomaria_0_int,living_room_0,living_room,sauna_heater,0
Pomaria_0_int,living_room_0,living_room,scoreboard,0
Pomaria_0_int,living_room_0,living_room,security_camera,0
Pomaria_0_int,living_room_0,living_room,serving_cart,0
Pomaria_0_int,living_room_0,living_room,shelf,0
Pomaria_0_int,living_room_0,living_room,shopping_cart,0
Pomaria_0_int,living_room_0,living_room,shower,0
Pomaria_0_int,living_room_0,living_room,shower_stall,0
Pomaria_0_int,living_room_0,living_room,showerhead,0
Pomaria_0_int,living_room_0,living_room,signpost,0
Pomaria_0_int,living_room_0,living_room,sink,0
Pomaria_0_int,living_room_0,living_room,skeletal_frame,0
Pomaria_0_int,living_room_0,living_room,snack_rack,0
Pomaria_0_int,living_room_0,living_room,soap_dispenser,0
Pomaria_0_int,living_room_0,living_room,soda_cup,0
Pomaria_0_int,living_room_0,living_room,sofa,1
Pomaria_0_int,living_room_0,living_room,stadium_stand,0
Pomaria_0_int,living_room_0,living_room,stairs,0
Pomaria_0_int,living_room_0,living_room,stand,0
Pomaria_0_int,living_room_0,living_room,statue,0
Pomaria_0_int,living_room_0,living_room,stone_wall,0
Pomaria_0_int,living_room_0,living_room,stove,0
Pomaria_0_int,living_room_0,living_room,structural_element,0
Pomaria_0_int,living_room_0,living_room,swimming_pool,0
Pomaria_0_int,living_room_0,living_room,swing,0
Pomaria_0_int,living_room_0,living_room,swing_set,0
Pomaria_0_int,living_room_0,living_room,table,1
Pomaria_0_int,living_room_0,living_room,table_lamp,0
Pomaria_0_int,living_room_0,living_room,toilet,0
Pomaria_0_int,living_room_0,living_room,toilet_paper_dispenser,0
Pomaria_0_int,living_room_0,living_room,top_cabinet,0
Pomaria_0_int,living_room_0,living_room,towel_rack,0
Pomaria_0_int,living_room_0,living_room,toy_box,0
Pomaria_0_int,living_room_0,living_room,trash_can,0
Pomaria_0_int,living_room_0,living_room,treadmill,0
Pomaria_0_int,living_room_0,living_room,tree,0
Pomaria_0_int,living_room_0,living_room,turnstile,0
Pomaria_0_int,living_room_0,living_room,tv,1
Pomaria_0_int,living_room_0,living_room,umbrella_rack,0
Pomaria_0_int,living_room_0,living_room,urinal,0
Pomaria_0_int,living_room_0,living_room,vase,0
Pomaria_0_int,living_room_0,living_room,vending_machine,0
Pomaria_0_int,living_room_0,living_room,vine,0
Pomaria_0_int,living_room_0,living_room,volleyball_net,0
Pomaria_0_int,living_room_0,living_room,wading_pool,0
Pomaria_0_int,living_room_0,living_room,wall_clock,0
Pomaria_0_int,living_room_0,living_room,wall_nail,0
Pomaria_0_int,living_room_0,living_room,wall_socket,0
Pomaria_0_int,living_room_0,living_room,wardrobe,0
Pomaria_0_int,living_room_0,living_room,washer,0
Pomaria_0_int,living_room_0,living_room,water_cooler,0
Pomaria_0_int,living_room_0,living_room,water_glass,0
Pomaria_0_int,living_room_0,living_room,whiteboard,0
Pomaria_0_int,living_room_0,living_room,window,1
Pomaria_0_int,living_room_0,living_room,window_blind,0
Pomaria_0_int,living_room_0,living_room,wine_fridge,0
Pomaria_0_int,private_office_0,private_office,arbor,0
Pomaria_0_int,private_office_0,private_office,bar,0
Pomaria_0_int,private_office_0,private_office,baseboard,0
Pomaria_0_int,private_office_0,private_office,bathtub,0
Pomaria_0_int,private_office_0,private_office,bed,0
Pomaria_0_int,private_office_0,private_office,bed_screen,0
Pomaria_0_int,private_office_0,private_office,beer_glass,0
Pomaria_0_int,private_office_0,private_office,beer_tap,0
Pomaria_0_int,private_office_0,private_office,bench,0
Pomaria_0_int,private_office_0,private_office,bench_press_machine,0
Pomaria_0_int,private_office_0,private_office,blackboard,0
Pomaria_0_int,private_office_0,private_office,bookcase,1
Pomaria_0_int,private_office_0,private_office,booth,0
Pomaria_0_int,private_office_0,private_office,bottle_of_tea,0
Pomaria_0_int,private_office_0,private_office,bottom_cabinet,1
Pomaria_0_int,private_office_0,private_office,bottom_cabinet_no_top,1
Pomaria_0_int,private_office_0,private_office,boulder,0
Pomaria_0_int,private_office_0,private_office,burner,0
Pomaria_0_int,private_office_0,private_office,car,0
Pomaria_0_int,private_office_0,private_office,carpet,1
Pomaria_0_int,private_office_0,private_office,cash_register,0
Pomaria_0_int,private_office_0,private_office,cedar_chest,0
Pomaria_0_int,private_office_0,private_office,ceiling_air_conditioner,0
Pomaria_0_int,private_office_0,private_office,ceiling_fan,0
Pomaria_0_int,private_office_0,private_office,ceiling_mounted_basketball_hoop,0
Pomaria_0_int,private_office_0,private_office,ceiling_mounted_projector,0
Pomaria_0_int,private_office_0,private_office,chair,1
Pomaria_0_int,private_office_0,private_office,chandelier,0
Pomaria_0_int,private_office_0,private_office,charcoal_grill,0
Pomaria_0_int,private_office_0,private_office,checkout_counter,0
Pomaria_0_int,private_office_0,private_office,clothes_dryer,0
Pomaria_0_int,private_office_0,private_office,clothesline_pole,0
Pomaria_0_int,private_office_0,private_office,coatrack,0
Pomaria_0_int,private_office_0,private_office,coffee_maker,0
Pomaria_0_int,private_office_0,private_office,countertop,1
Pomaria_0_int,private_office_0,private_office,crib,0
Pomaria_0_int,private_office_0,private_office,cubicle,0
Pomaria_0_int,private_office_0,private_office,decorative_sign,0
Pomaria_0_int,private_office_0,private_office,deep_fryer,0
Pomaria_0_int,private_office_0,private_office,desk,0
Pomaria_0_int,private_office_0,private_office,dessert_stand,0
Pomaria_0_int,private_office_0,private_office,dish_rack_cart,0
Pomaria_0_int,private_office_0,private_office,dishwasher,0
Pomaria_0_int,private_office_0,private_office,display_case,0
Pomaria_0_int,private_office_0,private_office,display_fridge,0
Pomaria_0_int,private_office_0,private_office,door,1
Pomaria_0_int,private_office_0,private_office,drink_dispenser,0
Pomaria_0_int,private_office_0,private_office,drinking_fountain,0
Pomaria_0_int,private_office_0,private_office,electric_switch,1
Pomaria_0_int,private_office_0,private_office,elevator_door,0
Pomaria_0_int,private_office_0,private_office,elliptical_machine,0
Pomaria_0_int,private_office_0,private_office,espresso_machine,0
Pomaria_0_int,private_office_0,private_office,exercise_bike,0
Pomaria_0_int,private_office_0,private_office,fairy_light,0
Pomaria_0_int,private_office_0,private_office,fire_alarm,0
Pomaria_0_int,private_office_0,private_office,fire_extinguisher,0
Pomaria_0_int,private_office_0,private_office,fire_sprinkler,0
Pomaria_0_int,private_office_0,private_office,fireplace,0
Pomaria_0_int,private_office_0,private_office,flat_bench,0
Pomaria_0_int,private_office_0,private_office,flat_top_grill,0
Pomaria_0_int,private_office_0,private_office,floor_lamp,0
Pomaria_0_int,private_office_0,private_office,folderal,0
Pomaria_0_int,private_office_0,private_office,free_weight_rack,0
Pomaria_0_int,private_office_0,private_office,freezer,0
Pomaria_0_int,private_office_0,private_office,fridge,0
Pomaria_0_int,private_office_0,private_office,garage_door,0
Pomaria_0_int,private_office_0,private_office,garden_light,0
Pomaria_0_int,private_office_0,private_office,garden_statue,0
Pomaria_0_int,private_office_0,private_office,garden_umbrella,0
Pomaria_0_int,private_office_0,private_office,gate,0
Pomaria_0_int,private_office_0,private_office,grandfather_clock,0
Pomaria_0_int,private_office_0,private_office,grocery_fridge,0
Pomaria_0_int,private_office_0,private_office,grocery_sign,0
Pomaria_0_int,private_office_0,private_office,guitar,0
Pomaria_0_int,private_office_0,private_office,gym_mat,0
Pomaria_0_int,private_office_0,private_office,hall_tree,0
Pomaria_0_int,private_office_0,private_office,hammam_bench,0
Pomaria_0_int,private_office_0,private_office,hammock,0
Pomaria_0_int,private_office_0,private_office,hamper,0
Pomaria_0_int,private_office_0,private_office,hand_dryer,0
Pomaria_0_int,private_office_0,private_office,handle,0
Pomaria_0_int,private_office_0,private_office,handset,0
Pomaria_0_int,private_office_0,private_office,hanging,0
Pomaria_0_int,private_office_0,private_office,hanging_banners,0
Pomaria_0_int,private_office_0,private_office,hingeless_jar,0
Pomaria_0_int,private_office_0,private_office,hook,0
Pomaria_0_int,private_office_0,private_office,hospital_bed,0
Pomaria_0_int,private_office_0,private_office,hot_tub,0
Pomaria_0_int,private_office_0,private_office,information_bulletin,0
Pomaria_0_int,private_office_0,private_office,jukebox,0
Pomaria_0_int,private_office_0,private_office,l_shaped_handle,0
Pomaria_0_int,private_office_0,private_office,lab_exhaust_hood,0
Pomaria_0_int,private_office_0,private_office,ladder,0
Pomaria_0_int,private_office_0,private_office,laptop,0
Pomaria_0_int,private_office_0,private_office,light,0
Pomaria_0_int,private_office_0,private_office,locker,0
Pomaria_0_int,private_office_0,private_office,loudspeaker,0
Pomaria_0_int,private_office_0,private_office,magazine_stand,0
Pomaria_0_int,private_office_0,private_office,mailbox,0
Pomaria_0_int,private_office_0,private_office,map,0
Pomaria_0_int,private_office_0,private_office,massage_bed,0
Pomaria_0_int,private_office_0,private_office,menu,0
Pomaria_0_int,private_office_0,private_office,metal_bottom_cabinet,0
Pomaria_0_int,private_office_0,private_office,microwave,0
Pomaria_0_int,private_office_0,private_office,mirror,0
Pomaria_0_int,private_office_0,private_office,monitor,1
Pomaria_0_int,private_office_0,private_office,motion_sensor,0
Pomaria_0_int,private_office_0,private_office,nightstand,0
Pomaria_0_int,private_office_0,private_office,oden_cooker,0
Pomaria_0_int,private_office_0,private_office,ottoman,0
Pomaria_0_int,private_office_0,private_office,oven,0
Pomaria_0_int,private_office_0,private_office,packing_box,0
Pomaria_0_int,private_office_0,private_office,paper_lantern,0
Pomaria_0_int,private_office_0,private_office,paper_towel_dispenser,0
Pomaria_0_int,private_office_0,private_office,parallel_bars,0
Pomaria_0_int,private_office_0,private_office,paver,0
Pomaria_0_int,private_office_0,private_office,pay_phone,0
Pomaria_0_int,private_office_0,private_office,pebble,0
Pomaria_0_int,private_office_0,private_office,pedestal,0
Pomaria_0_int,private_office_0,private_office,pergola,0
Pomaria_0_int,private_office_0,private_office,periodic_table,0
Pomaria_0_int,private_office_0,private_office,phonograph_record,0
Pomaria_0_int,private_office_0,private_office,photocopier,0
Pomaria_0_int,private_office_0,private_office,piano,0
Pomaria_0_int,private_office_0,private_office,picture,0
Pomaria_0_int,private_office_0,private_office,pillow,0
Pomaria_0_int,private_office_0,private_office,plant,0
Pomaria_0_int,private_office_0,private_office,playground,0
Pomaria_0_int,private_office_0,private_office,pommel_horse,0
Pomaria_0_int,private_office_0,private_office,pool_table,0
Pomaria_0_int,private_office_0,private_office,projection_screen,0
Pomaria_0_int,private_office_0,private_office,radiator,0
Pomaria_0_int,private_office_0,private_office,rail_fence,0
Pomaria_0_int,private_office_0,private_office,railing,0
Pomaria_0_int,private_office_0,private_office,range_hood,0
Pomaria_0_int,private_office_0,private_office,reception_desk,0
Pomaria_0_int,private_office_0,private_office,recreational_vehicle,0
Pomaria_0_int,private_office_0,private_office,room_divider,0
Pomaria_0_int,private_office_0,private_office,room_ventilator,0
Pomaria_0_int,private_office_0,private_office,sandbox,0
Pomaria_0_int,private_office_0,private_office,sauna_bench,0
Pomaria_0_int,private_office_0,private_office,sauna_heater,0
Pomaria_0_int,private_office_0,private_office,scoreboard,0
Pomaria_0_int,private_office_0,private_office,security_camera,0
Pomaria_0_int,private_office_0,private_office,serving_cart,0
Pomaria_0_int,private_office_0,private_office,shelf,0
Pomaria_0_int,private_office_0,private_office,shopping_cart,0
Pomaria_0_int,private_office_0,private_office,shower,0
Pomaria_0_int,private_office_0,private_office,shower_stall,0
Pomaria_0_int,private_office_0,private_office,showerhead,0
Pomaria_0_int,private_office_0,private_office,signpost,0
Pomaria_0_int,private_office_0,private_office,sink,0
Pomaria_0_int,private_office_0,private_office,skeletal_frame,0
Pomaria_0_int,private_office_0,private_office,snack_rack,0
Pomaria_0_int,private_office_0,private_office,soap_dispenser,0
Pomaria_0_int,private_office_0,private_office,soda_cup,0
Pomaria_0_int,private_office_0,private_office,sofa,0
Pomaria_0_int,private_office_0,private_office,stadium_stand,0
Pomaria_0_int,private_office_0,private_office,stairs,0
Pomaria_0_int,private_office_0,private_office,stand,0
Pomaria_0_int,private_office_0,private_office,statue,0
Pomaria_0_int,private_office_0,private_office,stone_wall,0
Pomaria_0_int,private_office_0,private_office,stove,0
Pomaria_0_int,private_office_0,private_office,structural_element,0
Pomaria_0_int,private_office_0,private_office,swimming_pool,0
Pomaria_0_int,private_office_0,private_office,swing,0
Pomaria_0_int,private_office_0,private_office,swing_set,0
Pomaria_0_int,private_office_0,private_office,table,1
Pomaria_0_int,private_office_0,private_office,table_lamp,0
Pomaria_0_int,private_office_0,private_office,toilet,0
Pomaria_0_int,private_office_0,private_office,toilet_paper_dispenser,0
Pomaria_0_int,private_office_0,private_office,top_cabinet,0
Pomaria_0_int,private_office_0,private_office,towel_rack,0
Pomaria_0_int,private_office_0,private_office,toy_box,0
Pomaria_0_int,private_office_0,private_office,trash_can,0
Pomaria_0_int,private_office_0,private_office,treadmill,0
Pomaria_0_int,private_office_0,private_office,tree,0
Pomaria_0_int,private_office_0,private_office,turnstile,0
Pomaria_0_int,private_office_0,private_office,tv,0
Pomaria_0_int,private_office_0,private_office,umbrella_rack,0
Pomaria_0_int,private_office_0,private_office,urinal,0
Pomaria_0_int,private_office_0,private_office,vase,0
Pomaria_0_int,private_office_0,private_office,vending_machine,0
Pomaria_0_int,private_office_0,private_office,vine,0
Pomaria_0_int,private_office_0,private_office,volleyball_net,0
Pomaria_0_int,private_office_0,private_office,wading_pool,0
Pomaria_0_int,private_office_0,private_office,wall_clock,0
Pomaria_0_int,private_office_0,private_office,wall_nail,0
Pomaria_0_int,private_office_0,private_office,wall_socket,0
Pomaria_0_int,private_office_0,private_office,wardrobe,0
Pomaria_0_int,private_office_0,private_office,washer,0
Pomaria_0_int,private_office_0,private_office,water_cooler,0
Pomaria_0_int,private_office_0,private_office,water_glass,0
Pomaria_0_int,private_office_0,private_office,whiteboard,0
Pomaria_0_int,private_office_0,private_office,window,0
Pomaria_0_int,private_office_0,private_office,window_blind,0
Pomaria_0_int,private_office_0,private_office,wine_fridge,0
Pomaria_1_int,bathroom_0,bathroom,arbor,0
Pomaria_1_int,bathroom_0,bathroom,bar,0
Pomaria_1_int,bathroom_0,bathroom,baseboard,0
Pomaria_1_int,bathroom_0,bathroom,bathtub,0
Pomaria_1_int,bathroom_0,bathroom,bed,0
Pomaria_1_int,bathroom_0,bathroom,bed_screen,0
Pomaria_1_int,bathroom_0,bathroom,beer_glass,0
Pomaria_1_int,bathroom_0,bathroom,beer_tap,0
Pomaria_1_int,bathroom_0,bathroom,bench,0
Pomaria_1_int,bathroom_0,bathroom,bench_press_machine,0
Pomaria_1_int,bathroom_0,bathroom,blackboard,0
Pomaria_1_int,bathroom_0,bathroom,bookcase,0
Pomaria_1_int,bathroom_0,bathroom,booth,0
Pomaria_1_int,bathroom_0,bathroom,bottle_of_tea,0
Pomaria_1_int,bathroom_0,bathroom,bottom_cabinet,0
Pomaria_1_int,bathroom_0,bathroom,bottom_cabinet_no_top,0
Pomaria_1_int,bathroom_0,bathroom,boulder,0
Pomaria_1_int,bathroom_0,bathroom,burner,0
Pomaria_1_int,bathroom_0,bathroom,car,0
Pomaria_1_int,bathroom_0,bathroom,carpet,0
Pomaria_1_int,bathroom_0,bathroom,cash_register,0
Pomaria_1_int,bathroom_0,bathroom,cedar_chest,0
Pomaria_1_int,bathroom_0,bathroom,ceiling_air_conditioner,0
Pomaria_1_int,bathroom_0,bathroom,ceiling_fan,0
Pomaria_1_int,bathroom_0,bathroom,ceiling_mounted_basketball_hoop,0
Pomaria_1_int,bathroom_0,bathroom,ceiling_mounted_projector,0
Pomaria_1_int,bathroom_0,bathroom,chair,0
Pomaria_1_int,bathroom_0,bathroom,chandelier,0
Pomaria_1_int,bathroom_0,bathroom,charcoal_grill,0
Pomaria_1_int,bathroom_0,bathroom,checkout_counter,0
Pomaria_1_int,bathroom_0,bathroom,clothes_dryer,0
Pomaria_1_int,bathroom_0,bathroom,clothesline_pole,0
Pomaria_1_int,bathroom_0,bathroom,coatrack,0
Pomaria_1_int,bathroom_0,bathroom,coffee_maker,0
Pomaria_1_int,bathroom_0,bathroom,countertop,0
Pomaria_1_int,bathroom_0,bathroom,crib,0
Pomaria_1_int,bathroom_0,bathroom,cubicle,0
Pomaria_1_int,bathroom_0,bathroom,decorative_sign,0
Pomaria_1_int,bathroom_0,bathroom,deep_fryer,0
Pomaria_1_int,bathroom_0,bathroom,desk,0
Pomaria_1_int,bathroom_0,bathroom,dessert_stand,0
Pomaria_1_int,bathroom_0,bathroom,dish_rack_cart,0
Pomaria_1_int,bathroom_0,bathroom,dishwasher,0
Pomaria_1_int,bathroom_0,bathroom,display_case,0
Pomaria_1_int,bathroom_0,bathroom,display_fridge,0
Pomaria_1_int,bathroom_0,bathroom,door,1
Pomaria_1_int,bathroom_0,bathroom,drink_dispenser,0
Pomaria_1_int,bathroom_0,bathroom,drinking_fountain,0
Pomaria_1_int,bathroom_0,bathroom,electric_switch,1
Pomaria_1_int,bathroom_0,bathroom,elevator_door,0
Pomaria_1_int,bathroom_0,bathroom,elliptical_machine,0
Pomaria_1_int,bathroom_0,bathroom,espresso_machine,0
Pomaria_1_int,bathroom_0,bathroom,exercise_bike,0
Pomaria_1_int,bathroom_0,bathroom,fairy_light,0
Pomaria_1_int,bathroom_0,bathroom,fire_alarm,0
Pomaria_1_int,bathroom_0,bathroom,fire_extinguisher,0
Pomaria_1_int,bathroom_0,bathroom,fire_sprinkler,0
Pomaria_1_int,bathroom_0,bathroom,fireplace,0
Pomaria_1_int,bathroom_0,bathroom,flat_bench,0
Pomaria_1_int,bathroom_0,bathroom,flat_top_grill,0
Pomaria_1_int,bathroom_0,bathroom,floor_lamp,0
Pomaria_1_int,bathroom_0,bathroom,folderal,0
Pomaria_1_int,bathroom_0,bathroom,free_weight_rack,0
Pomaria_1_int,bathroom_0,bathroom,freezer,0
Pomaria_1_int,bathroom_0,bathroom,fridge,0
Pomaria_1_int,bathroom_0,bathroom,garage_door,0
Pomaria_1_int,bathroom_0,bathroom,garden_light,0
Pomaria_1_int,bathroom_0,bathroom,garden_statue,0
Pomaria_1_int,bathroom_0,bathroom,garden_umbrella,0
Pomaria_1_int,bathroom_0,bathroom,gate,0
Pomaria_1_int,bathroom_0,bathroom,grandfather_clock,0
Pomaria_1_int,bathroom_0,bathroom,grocery_fridge,0
Pomaria_1_int,bathroom_0,bathroom,grocery_sign,0
Pomaria_1_int,bathroom_0,bathroom,guitar,0
Pomaria_1_int,bathroom_0,bathroom,gym_mat,0
Pomaria_1_int,bathroom_0,bathroom,hall_tree,0
Pomaria_1_int,bathroom_0,bathroom,hammam_bench,0
Pomaria_1_int,bathroom_0,bathroom,hammock,0
Pomaria_1_int,bathroom_0,bathroom,hamper,0
Pomaria_1_int,bathroom_0,bathroom,hand_dryer,0
Pomaria_1_int,bathroom_0,bathroom,handle,0
Pomaria_1_int,bathroom_0,bathroom,handset,0
Pomaria_1_int,bathroom_0,bathroom,hanging,0
Pomaria_1_int,bathroom_0,bathroom,hanging_banners,0
Pomaria_1_int,bathroom_0,bathroom,hingeless_jar,0
Pomaria_1_int,bathroom_0,bathroom,hook,0
Pomaria_1_int,bathroom_0,bathroom,hospital_bed,0
Pomaria_1_int,bathroom_0,bathroom,hot_tub,0
Pomaria_1_int,bathroom_0,bathroom,information_bulletin,0
Pomaria_1_int,bathroom_0,bathroom,jukebox,0
Pomaria_1_int,bathroom_0,bathroom,l_shaped_handle,0
Pomaria_1_int,bathroom_0,bathroom,lab_exhaust_hood,0
Pomaria_1_int,bathroom_0,bathroom,ladder,0
Pomaria_1_int,bathroom_0,bathroom,laptop,0
Pomaria_1_int,bathroom_0,bathroom,light,0
Pomaria_1_int,bathroom_0,bathroom,locker,0
Pomaria_1_int,bathroom_0,bathroom,loudspeaker,0
Pomaria_1_int,bathroom_0,bathroom,magazine_stand,0
Pomaria_1_int,bathroom_0,bathroom,mailbox,0
Pomaria_1_int,bathroom_0,bathroom,map,0
Pomaria_1_int,bathroom_0,bathroom,massage_bed,0
Pomaria_1_int,bathroom_0,bathroom,menu,0
Pomaria_1_int,bathroom_0,bathroom,metal_bottom_cabinet,0
Pomaria_1_int,bathroom_0,bathroom,microwave,0
Pomaria_1_int,bathroom_0,bathroom,mirror,1
Pomaria_1_int,bathroom_0,bathroom,monitor,0
Pomaria_1_int,bathroom_0,bathroom,motion_sensor,0
Pomaria_1_int,bathroom_0,bathroom,nightstand,0
Pomaria_1_int,bathroom_0,bathroom,oden_cooker,0
Pomaria_1_int,bathroom_0,bathroom,ottoman,0
Pomaria_1_int,bathroom_0,bathroom,oven,0
Pomaria_1_int,bathroom_0,bathroom,packing_box,0
Pomaria_1_int,bathroom_0,bathroom,paper_lantern,0
Pomaria_1_int,bathroom_0,bathroom,paper_towel_dispenser,0
Pomaria_1_int,bathroom_0,bathroom,parallel_bars,0
Pomaria_1_int,bathroom_0,bathroom,paver,0
Pomaria_1_int,bathroom_0,bathroom,pay_phone,0
