scene,scene_file,object_name,object_category,merged_category,model,room_instance,room_type
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_121,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_122,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_123,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_124,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_125,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_126,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_127,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_128,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_129,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_13,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_130,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_131,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_132,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_133,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_134,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_135,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_136,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_137,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_138,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_139,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_14,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_140,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_141,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_142,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_143,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_144,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_145,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_146,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_147,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_148,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_149,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_15,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_150,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_151,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_152,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_153,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_154,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_155,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_156,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_157,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_158,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_159,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_16,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_160,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_161,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_162,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_163,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_164,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_165,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_166,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_167,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_168,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_169,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_17,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_18,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_19,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_2,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_20,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_21,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_22,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_23,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_24,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_25,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_26,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_27,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_28,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_29,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_3,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_30,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_31,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_32,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_33,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_34,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_35,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_36,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_37,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_38,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_39,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_4,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_40,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_41,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_42,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_43,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_44,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_45,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_46,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_47,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_48,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_49,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_5,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_50,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_51,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_52,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_53,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_54,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_55,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_56,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_57,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_58,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_59,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_6,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_60,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_61,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_62,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_63,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_64,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_65,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_66,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_67,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_68,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_69,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_7,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_70,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_71,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_72,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_73,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_74,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_75,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_76,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_77,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_78,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_79,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_8,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_80,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_81,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_82,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_83,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_84,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_85,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_86,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_87,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_88,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_89,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_9,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_90,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_91,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_92,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_93,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_94,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_95,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_96,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_97,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_98,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_dcdtsr_99,breakfast_table,table,dcdtsr,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_pdpkuw_0,breakfast_table,table,pdpkuw,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_pdpkuw_1,breakfast_table,table,pdpkuw,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_pdpkuw_2,breakfast_table,table,pdpkuw,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,breakfast_table_pdpkuw_3,breakfast_table,table,pdpkuw,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_0,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_1,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_10,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_100,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_101,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_102,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_103,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_104,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_105,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_106,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_107,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_108,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_109,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_11,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_110,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_111,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_112,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_113,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_114,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_115,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_116,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_117,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_118,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_119,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_12,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_120,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_121,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_122,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_123,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_124,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_125,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_126,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_127,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_128,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_129,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_13,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_130,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_131,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_132,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_133,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_134,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_135,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_136,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_137,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_138,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_139,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_14,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_140,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_141,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_142,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_143,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_144,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_145,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_146,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_147,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_148,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_149,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_15,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_150,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_151,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_152,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_153,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_154,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_155,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_156,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
hall_conference_large,hall_conference_large_best.json,straight_chair_hxuygm_157,straight_chair,chair,hxuygm,conference_hall_0,conference_hall
